time,theta,target,p1_cmd,p2_cmd,error
48.36156392097473,-1.4933939354991468,0.0,0.0,0.0,1.4933939354991468
48.38157296180725,-1.493770885259165,0.0,0.0,0.0,1.493770885259165
48.401877641677856,-1.4938981453608464,0.0,0.0,0.0,1.4938981453608464
48.42191505432129,-1.4939628785445414,0.0,0.0,0.0,1.4939628785445414
48.441593170166016,-1.4940025119360054,0.0,0.0,0.0,1.4940025119360054
48.46151280403137,-1.4940295102718506,0.0,0.0,0.0,1.4940295102718506
48.481754302978516,-1.4940492086607289,0.0,0.0,0.0,1.4940492086607289
48.501699924468994,-1.4969606772510375,0.0,0.0,0.0,1.4969606772510375
48.52167510986328,-1.5041968636147927,0.0,0.0,0.0,1.5041968636147927
48.541425943374634,-1.513844164876907,0.0,0.0,0.0,1.513844164876907
48.561580657958984,-1.5272818271871071,0.0,0.0,0.0,1.5272818271871071
48.58145785331726,-1.5427899076168854,0.0,0.0,0.0,1.5427899076168854
48.601651430130005,-1.5592357812111413,0.0,0.0,0.0,1.5592357812111413
48.6217360496521,-1.575863907889968,0.0,0.0,0.0,1.575863907889968
48.64177584648132,-1.5921706746895463,0.0,0.0,0.0,1.5921706746895463
48.66191339492798,-1.6078259921463585,0.0,0.0,0.0,1.6078259921463585
48.681682109832764,-1.6226218693803016,0.0,0.0,0.0,1.6226218693803016
48.70156908035278,-1.635377945010985,0.0,0.0,0.0,1.635377945010985
48.72160601615906,-1.6474504508684795,0.0,0.0,0.0,1.6474504508684795
48.74177956581116,-1.658732979116983,0.0,0.0,0.0,1.658732979116983
48.76180934906006,-1.669172190992202,0.0,0.0,0.0,1.669172190992202
48.781776666641235,-1.6787527904457407,0.0,0.0,0.0,1.6787527904457407
48.80183005332947,-1.687486285254064,0.0,0.0,0.0,1.687486285254064
48.82180690765381,-1.695402556207553,0.0,0.0,0.0,1.695402556207553
48.84199237823486,-1.7025435411988779,0.0,0.0,0.0,1.7025435411988779
48.86165380477905,-1.708958528740071,0.0,0.0,0.0,1.708958528740071
48.88163161277771,-1.7147006833986567,0.0,0.0,0.0,1.7147006833986567
48.901808738708496,-1.7198245161348702,0.0,0.0,0.0,1.7198245161348702
48.92188024520874,-1.7242717646929948,0.0,0.0,0.0,1.7242717646929948
48.94168519973755,-1.7282443649913708,0.0,0.0,0.0,1.7282443649913708
48.961567640304565,-1.7317826920334471,0.0,0.0,0.0,1.7317826920334471
48.981868505477905,-1.7349262021365637,0.0,0.0,0.0,1.7349262021365637
49.00179743766785,-1.737712683371458,0.0,0.0,0.0,1.737712683371458
49.02176547050476,-1.740177776149536,0.0,0.0,0.0,1.740177776149536
49.04156708717346,-1.7423546947928503,0.0,0.0,0.0,1.7423546947928503
49.06161403656006,-1.7442740965999064,0.0,0.0,0.0,1.7442740965999064
49.08178114891052,-1.745964057233654,0.0,0.0,0.0,1.745964057233654
49.10180687904358,-1.7474501209196454,0.0,0.0,0.0,1.7474501209196454
49.12182664871216,-1.7487554015083302,0.0,0.0,0.0,1.7487554015083302
49.1421422958374,-1.7498886635828206,0.0,0.0,0.0,1.7498886635828206
49.16166067123413,-1.7508846329727288,0.0,0.0,0.0,1.7508846329727288
49.18185210227966,-1.7517589942636915,0.0,0.0,0.0,1.7517589942636915
49.20184636116028,-1.7525258461724833,0.0,0.0,0.0,1.7525258461724833
49.22186040878296,-1.7531978144829816,0.0,0.0,0.0,1.7531978144829816
49.241891860961914,-1.7537861692591392,0.0,0.0,0.0,1.7537861692591392
49.261650800704956,-1.7543009419553497,0.0,0.0,0.0,1.7543009419553497
49.28186845779419,-1.7547510393799155,0.0,0.0,0.0,1.7547510393799155
49.30189609527588,-1.7551443524766033,0.0,0.0,0.0,1.7551443524766033
49.321850061416626,-1.7554878586450007,0.0,0.0,0.0,1.7554878586450007
49.341901540756226,-1.755787716879771,0.0,0.0,0.0,1.755787716879771
49.361780405044556,-1.7560480612922469,0.0,0.0,0.0,1.7560480612922469
49.381598472595215,-1.7562753929758965,0.0,0.0,0.0,1.7562753929758965
49.40188694000244,-1.7564738033768268,0.0,0.0,0.0,1.7564738033768268
49.42195200920105,-1.7566468965456998,0.0,0.0,0.0,1.7566468965456998
49.44182467460632,-1.7567978430151783,0.0,0.0,0.0,1.7567978430151783
49.46169996261597,-1.7569294286468884,0.0,0.0,0.0,1.7569294286468884
49.48158574104309,-1.7570440986971483,0.0,0.0,0.0,1.7570440986971483
49.50187397003174,-1.7571439974005203,0.0,0.0,0.0,1.7571439974005203
49.52186703681946,-1.7572310033970016,0.0,0.0,0.0,1.7572310033970016
49.541876792907715,-1.7573067613386626,0.0,0.0,0.0,1.7573067613386626
49.561699628829956,-1.7573727100096515,0.0,0.0,0.0,1.7573727100096515
49.581928968429565,-1.7574301072833787,0.0,0.0,0.0,1.7574301072833787
49.601914167404175,-1.7574799410608024,0.0,0.0,0.0,1.7574799410608024
49.62187218666077,-1.757523319182328,0.0,0.0,0.0,1.757523319182328
49.64188480377197,-1.7575610701059508,0.0,0.0,0.0,1.7575610701059508
49.66181254386902,-1.7575939175665456,0.0,0.0,0.0,1.7575939175665456
49.68200492858887,-1.7576224934864149,0.0,0.0,0.0,1.7576224934864149
49.70186638832092,-1.7576473493624072,0.0,0.0,0.0,1.7576473493624072
49.721707344055176,-1.75766896629479,0.0,0.0,0.0,1.75766896629479
49.74186730384827,-1.7576877638083994,0.0,0.0,0.0,1.7576877638083994
49.76176571846008,-1.757704107602453,0.0,0.0,0.0,1.757704107602453
49.781867027282715,-1.7577183163519843,0.0,0.0,0.0,1.7577183163519843
49.80196666717529,-1.7577306676713025,0.0,0.0,0.0,1.7577306676713025
49.82199311256409,-1.7577413914020688,0.0,0.0,0.0,1.7577413914020688
49.841920375823975,-1.7577507139550825,0.0,0.0,0.0,1.7577507139550825
49.86170959472656,-1.7577588175825645,0.0,0.0,0.0,1.7577588175825645
49.881550312042236,-1.7577658609979916,0.0,0.0,0.0,1.7577658609979916
49.90189266204834,-1.7577719823824143,0.0,0.0,0.0,1.7577719823824143
49.92195010185242,-1.7577773020137144,0.0,0.0,0.0,1.7577773020137144
49.94185757637024,-1.7577819245646722,0.0,0.0,0.0,1.7577819245646722
49.961652755737305,-1.7577859411104304,0.0,0.0,0.0,1.7577859411104304
49.98151135444641,-1.7577894308812028,0.0,0.0,0.0,1.7577894308812028
50.00156331062317,-1.7577924627918438,0.0,0.0,0.0,1.7577924627918438
50.02181100845337,-1.7577950967761173,0.0,0.0,0.0,1.7577950967761173
50.0418484210968,-1.7577973836685126,0.0,0.0,0.0,1.7577973836685126
50.06167459487915,-1.7577993704885146,0.0,0.0,0.0,1.7577993704885146
50.08152174949646,-1.7578010965216762,0.0,0.0,0.0,1.7578010965216762
50.10197567939758,-1.7578025959279826,0.0,0.0,0.0,1.7578025959279826
50.1218638420105,-1.757803898407018,0.0,0.0,0.0,1.757803898407018
50.141855001449585,-1.7578050297775292,0.0,0.0,0.0,1.7578050297775292
