t,theta,theta_ref,error,p1_cmd,p2_cmd,p1_meas,p2_meas,J_min,J_mean,comp_time_ms,hold_mode,sigma_u
1763324706.2643776,-0.01994175028117399,0.0,0.01994175028117399,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2696514129638672,1,0.05403600876626367
1763324706.28452,-0.019941750276079705,0.0,0.019941750276079705,0.5186589265734074,0.5758467608701903,0.5129032135009766,0.5667888522148132,0.0,0.0,0.29349327087402344,1,0.05403600876626367
1763324706.3046873,-0.019941750271656674,0.0,0.019941750271656674,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.4100799560546875,1,0.05403600876626367
1763324706.3248446,-0.019941750267816454,0.0,0.019941750267816454,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.5207061767578125,1,0.05403600876626367
1763324706.3448308,-0.019941750264482253,0.0,0.019941750264482253,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.5154609680175781,1,0.05403600876626367
1763324706.364748,-0.019941750261587413,0.0,0.019941750261587413,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.3654956817626953,1,0.05403600876626367
1763324706.3843946,-0.01994175025907402,0.0,0.01994175025907402,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.24127960205078125,1,0.05403600876626367
1763324706.4044912,-0.01994175025689181,0.0,0.01994175025689181,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2837181091308594,1,0.05403600876626367
1763324706.424385,-0.01994175025499715,0.0,0.01994175025499715,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.20432472229003906,1,0.05403600876626367
1763324706.4443035,-0.019941750253352146,0.0,0.019941750253352146,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.16188621520996094,1,0.05403600876626367
1763324706.464215,-0.019941750251923903,0.0,0.019941750251923903,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.1881122589111328,1,0.05403600876626367
1763324706.4844494,-0.01994175025068386,0.0,0.01994175025068386,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.3554821014404297,1,0.05403600876626367
1763324706.504354,-0.019941750249607218,0.0,0.019941750249607218,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.33926963806152344,1,0.05403600876626367
1763324706.5243146,-0.019941750248672445,0.0,0.019941750248672445,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2884864807128906,1,0.05403600876626367
1763324706.5443482,-0.019941750247860848,0.0,0.019941750247860848,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.3101825714111328,1,0.05403600876626367
1763324706.5643437,-0.019941750247156196,0.0,0.019941750247156196,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2739429473876953,1,0.05403600876626367
1763324706.5844257,-0.019941750246544397,0.0,0.019941750246544397,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.33402442932128906,1,0.05403600876626367
1763324706.6044896,-0.019941750246013218,0.0,0.019941750246013218,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.3781318664550781,1,0.05403600876626367
1763324706.6244476,-0.01994175024555203,0.0,0.01994175024555203,0.5186589265734074,0.5758467608701903,0.5129032135009766,0.5656891465187073,0.0,0.0,0.3650188446044922,1,0.05403600876626367
1763324706.6443026,-0.019941750245151615,0.0,0.019941750245151615,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2238750457763672,1,0.05403600876626367
1763324706.6642141,-0.019941750244803963,0.0,0.019941750244803963,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.1957416534423828,1,0.05403600876626367
1763324706.684269,-0.01994175024450212,0.0,0.01994175024450212,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.23746490478515625,1,0.05403600876626367
1763324706.7043357,-0.019941750244240053,0.0,0.019941750244240053,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2636909484863281,1,0.05403600876626367
1763324706.7241638,-0.01994175024401252,0.0,0.01994175024401252,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.1347064971923828,1,0.05403600876626367
1763324706.7443495,-0.01994175024381497,0.0,0.01994175024381497,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.19049644470214844,1,0.05403600876626367
1763324706.7643433,-0.01994175024364345,0.0,0.01994175024364345,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.278472900390625,1,0.05403600876626367
1763324706.7844427,-0.01994175024349453,0.0,0.01994175024349453,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.32591819763183594,1,0.05403600876626367
1763324706.804442,-0.01994175024336524,0.0,0.01994175024336524,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.3399848937988281,1,0.05403600876626367
1763324706.8244596,-0.01994175024325298,0.0,0.01994175024325298,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.3437995910644531,1,0.05403600876626367
1763324706.844838,-0.019941750243155518,0.0,0.019941750243155518,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.5021095275878906,1,0.05403600876626367
1763324706.8645988,-0.019941750243070898,0.0,0.019941750243070898,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.38814544677734375,1,0.05403600876626367
1763324706.884378,-0.01994175024299743,0.0,0.01994175024299743,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.2923011779785156,1,0.05403600876626367
1763324706.9044142,-0.01994175024293364,0.0,0.01994175024293364,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.3628730773925781,1,0.05403600876626367
1763324706.9247012,-0.019941750242878257,0.0,0.019941750242878257,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.4584789276123047,1,0.05403600876626367
1763324706.944405,-0.01994175024283017,0.0,0.01994175024283017,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.3418922424316406,1,0.05403600876626367
1763324706.9642732,-0.019941750242788422,0.0,0.019941750242788422,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.23508071899414062,1,0.05403600876626367
1763324706.9842505,-0.019941750242752177,0.0,0.019941750242752177,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.20599365234375,1,0.05403600876626367
1763324707.0042346,-0.019941750242720706,0.0,0.019941750242720706,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.21529197692871094,1,0.05403600876626367
1763324707.0243812,-0.01994175024269338,0.0,0.01994175024269338,0.5186589265734074,0.5758467608701903,0.5129032135009766,0.5656891465187073,0.0,0.0,0.31185150146484375,1,0.05403600876626367
1763324707.0446136,-0.019941750242669656,0.0,0.019941750242669656,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.45990943908691406,1,0.05403600876626367
1763324707.0646753,-0.019941750242649058,0.0,0.019941750242649058,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.3769397735595703,1,0.05403600876626367
1763324707.084432,-0.019941750242631177,0.0,0.019941750242631177,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2875328063964844,1,0.05403600876626367
1763324707.104651,-0.01994175024261565,0.0,0.01994175024261565,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.4620552062988281,1,0.05403600876626367
1763324707.12474,-0.019941750242602172,0.0,0.019941750242602172,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.4646778106689453,1,0.05403600876626367
1763324707.1447842,-0.01994175024259047,0.0,0.01994175024259047,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.48041343688964844,1,0.05403600876626367
1763324707.164686,-0.019941750242580308,0.0,0.019941750242580308,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.4794597625732422,1,0.05403600876626367
1763324707.1844673,-0.019941750242571485,0.0,0.019941750242571485,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.2970695495605469,1,0.05403600876626367
1763324707.204817,-0.019941750242563824,0.0,0.019941750242563824,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.5147457122802734,1,0.05403600876626367
1763324707.2248294,-0.019941750242557173,0.0,0.019941750242557173,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.5152225494384766,1,0.05403600876626367
1763324707.2447896,-0.0199417502425514,0.0,0.0199417502425514,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.5171298980712891,1,0.05403600876626367
1763324707.264509,-0.019941750242546387,0.0,0.019941750242546387,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.3705024719238281,1,0.05403600876626367
1763324707.2843266,-0.019941750242542033,0.0,0.019941750242542033,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.2694129943847656,1,0.05403600876626367
1763324707.304538,-0.019941750242538255,0.0,0.019941750242538255,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.30875205993652344,1,0.05403600876626367
1763324707.3247263,-0.019941750242534972,0.0,0.019941750242534972,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.42319297790527344,1,0.05403600876626367
1763324707.3448496,-0.019941750242532124,0.0,0.019941750242532124,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.5223751068115234,1,0.05403600876626367
1763324707.364695,-0.01994175024252965,0.0,0.01994175024252965,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.4761219024658203,1,0.05403600876626367
1763324707.384495,-0.019941750242527503,0.0,0.019941750242527503,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.29468536376953125,1,0.05403600876626367
1763324707.4048233,-0.01994175024252564,0.0,0.01994175024252564,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.5333423614501953,1,0.05403600876626367
1763324707.424836,-0.01994175024252402,0.0,0.01994175024252402,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.5233287811279297,1,0.05403600876626367
1763324707.4447734,-0.019941750242522614,0.0,0.019941750242522614,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.5121231079101562,1,0.05403600876626367
1763324707.464634,-0.019941750242521393,0.0,0.019941750242521393,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5634897351264954,0.0,0.0,0.41937828063964844,1,0.05403600876626367
1763324707.484459,-0.019941750242520335,0.0,0.019941750242520335,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.3578662872314453,1,0.05403600876626367
1763324707.50428,-0.019941750242519415,0.0,0.019941750242519415,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.2582073211669922,1,0.05403600876626367
1763324707.5242949,-0.019941750242518617,0.0,0.019941750242518617,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.2636909484863281,1,0.05403600876626367
1763324707.5443778,-0.019941750242517924,0.0,0.019941750242517924,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.3371238708496094,1,0.05403600876626367
1763324707.5643153,-0.01994175024251732,0.0,0.01994175024251732,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.2830028533935547,1,0.05403600876626367
1763324707.584246,-0.019941750242516796,0.0,0.019941750242516796,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.1983642578125,1,0.05403600876626367
1763324707.6044066,-0.01994175024251634,0.0,0.01994175024251634,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.28896331787109375,1,0.05403600876626367
1763324707.6243849,-0.01994175024251595,0.0,0.01994175024251595,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.32973289489746094,1,0.05403600876626367
1763324707.6443202,-0.019941750242515606,0.0,0.019941750242515606,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.27489662170410156,1,0.05403600876626367
1763324707.6642437,-0.019941750242515308,0.0,0.019941750242515308,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2262592315673828,1,0.05403600876626367
1763324707.6842258,-0.01994175024251505,0.0,0.01994175024251505,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.1780986785888672,1,0.05403600876626367
1763324707.7043993,-0.01994175024251483,0.0,0.01994175024251483,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.3457069396972656,1,0.05403600876626367
1763324707.7243125,-0.019941750242514635,0.0,0.019941750242514635,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5634897351264954,0.0,0.0,0.24747848510742188,1,0.05403600876626367
1763324707.7442977,-0.019941750242514465,0.0,0.019941750242514465,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.25534629821777344,1,0.05403600876626367
1763324707.764458,-0.01994175024251432,0.0,0.01994175024251432,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.36144256591796875,1,0.05403600876626367
1763324707.7842789,-0.01994175024251419,0.0,0.01994175024251419,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.23031234741210938,1,0.05403600876626367
1763324707.8044415,-0.01994175024251408,0.0,0.01994175024251408,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.4012584686279297,1,0.05403600876626367
1763324707.824358,-0.019941750242513982,0.0,0.019941750242513982,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.2684593200683594,1,0.05403600876626367
1763324707.8443453,-0.0199417502425139,0.0,0.0199417502425139,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.29754638671875,1,0.05403600876626367
1763324707.8645277,-0.019941750242513826,0.0,0.019941750242513826,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.4069805145263672,1,0.05403600876626367
1763324707.8843307,-0.019941750242513764,0.0,0.019941750242513764,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.24056434631347656,1,0.05403600876626367
1763324707.9043655,-0.019941750242513708,0.0,0.019941750242513708,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.2918243408203125,1,0.05403600876626367
1763324707.9245,-0.019941750242513663,0.0,0.019941750242513663,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.4353523254394531,1,0.05403600876626367
1763324707.9443285,-0.01994175024251362,0.0,0.01994175024251362,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.30493736267089844,1,0.05403600876626367
1763324707.964399,-0.019941750242513587,0.0,0.019941750242513587,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.3170967102050781,1,0.05403600876626367
1763324707.9842253,-0.019941750242513556,0.0,0.019941750242513556,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.19693374633789062,1,0.05403600876626367
1763324708.0042877,-0.019941750242513528,0.0,0.019941750242513528,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2453327178955078,1,0.05403600876626367
1763324708.0243495,-0.019941750242513503,0.0,0.019941750242513503,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.29468536376953125,1,0.05403600876626367
1763324708.044244,-0.019941750242513483,0.0,0.019941750242513483,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.20813941955566406,1,0.05403600876626367
1763324708.0643482,-0.019941750242513465,0.0,0.019941750242513465,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.3218650817871094,1,0.05403600876626367
1763324708.0843325,-0.01994175024251345,0.0,0.01994175024251345,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.24938583374023438,1,0.05403600876626367
1763324708.104494,-0.019941750242513438,0.0,0.019941750242513438,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.3809928894042969,1,0.05403600876626367
1763324708.1244547,-0.019941750242513427,0.0,0.019941750242513427,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.335693359375,1,0.05403600876626367
1763324708.144239,-0.019941750242513417,0.0,0.019941750242513417,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.1952648162841797,1,0.05403600876626367
1763324708.1642447,-0.01994175024251341,0.0,0.01994175024251341,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.21958351135253906,1,0.05403600876626367
1763324708.1842914,-0.019941750242513403,0.0,0.019941750242513403,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.23436546325683594,1,0.05403600876626367
1763324708.204319,-0.019941750242513396,0.0,0.019941750242513396,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.270843505859375,1,0.05403600876626367
1763324708.2244742,-0.01994175024251339,0.0,0.01994175024251339,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5645894408226013,0.0,0.0,0.38743019104003906,1,0.05403600876626367
1763324708.2445972,-0.019941750242513386,0.0,0.019941750242513386,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.3864765167236328,1,0.05403600876626367
1763324708.264682,-0.019941750242513382,0.0,0.019941750242513382,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.4723072052001953,1,0.05403600876626367
1763324708.2843575,-0.01994175024251338,0.0,0.01994175024251338,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.26679039001464844,1,0.05403600876626367
1763324708.3075242,-0.019941750242513375,0.0,0.019941750242513375,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,3.2606124877929688,1,0.05403600876626367
1763324708.3244417,-0.01994175024251337,0.0,0.01994175024251337,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5645894408226013,0.0,0.0,0.25177001953125,1,0.05403600876626367
1763324708.344844,-0.019941750242513368,0.0,0.019941750242513368,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.5443096160888672,1,0.05403600876626367
1763324708.3647168,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.4699230194091797,1,0.05403600876626367
1763324708.3844543,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.2827644348144531,1,0.05403600876626367
1763324708.4047961,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.5042552947998047,1,0.05403600876626367
1763324708.4248435,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.5469322204589844,1,0.05403600876626367
1763324708.4448264,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.5195140838623047,1,0.05403600876626367
1763324708.4647079,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.45180320739746094,1,0.05403600876626367
1763324708.484496,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.2923011779785156,1,0.05403600876626367
1763324708.504569,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.34546852111816406,1,0.05403600876626367
1763324708.5248613,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.5412101745605469,1,0.05403600876626367
1763324708.5448318,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.5204677581787109,1,0.05403600876626367
1763324708.564802,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.51116943359375,1,0.05403600876626367
1763324708.584368,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.27680397033691406,1,0.05403600876626367
1763324708.6045182,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5129032135009766,0.5656891465187073,0.0,0.0,0.30231475830078125,1,0.05403600876626367
1763324708.6248796,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.5800724029541016,1,0.05403600876626367
1763324708.6447434,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.5037784576416016,1,0.05403600876626367
1763324708.664682,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.4184246063232422,1,0.05403600876626367
1763324708.6843998,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.3306865692138672,1,0.05403600876626367
1763324708.7044325,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.34308433532714844,1,0.05403600876626367
1763324708.724292,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.2636909484863281,1,0.05403600876626367
1763324708.744162,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.12612342834472656,1,0.05403600876626367
1763324708.7642074,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.15091896057128906,1,0.05403600876626367
1763324708.7841744,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.13327598571777344,1,0.05403600876626367
1763324708.804367,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.14853477478027344,1,0.05403600876626367
1763324708.8244488,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5107038021087646,0.5656891465187073,0.0,0.0,0.125885009765625,1,0.05403600876626367
1763324708.8442714,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.10800361633300781,1,0.05403600876626367
1763324708.8640904,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.10442733764648438,1,0.05403600876626367
1763324708.8841493,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.12731552124023438,1,0.05403600876626367
1763324708.9041193,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.11301040649414062,1,0.05403600876626367
1763324708.924117,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.09870529174804688,1,0.05403600876626367
1763324708.944247,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.1266002655029297,1,0.05403600876626367
1763324708.9641175,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5129032135009766,0.5667888522148132,0.0,0.0,0.12564659118652344,1,0.05403600876626367
1763324708.9840827,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5129032135009766,0.5667888522148132,0.0,0.0,0.10609626770019531,1,0.05403600876626367
1763324709.0040452,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5129032135009766,0.5656891465187073,0.0,0.0,0.0743865966796875,1,0.05403600876626367
1763324709.02412,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.1304149627685547,1,0.05403600876626367
1763324709.044269,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5129032135009766,0.5667888522148132,0.0,0.0,0.13399124145507812,1,0.05403600876626367
1763324709.0642114,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.15497207641601562,1,0.05403600876626367
1763324709.0842302,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.17881393432617188,1,0.05403600876626367
1763324709.1043193,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.1938343048095703,1,0.05403600876626367
1763324709.124304,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5667888522148132,0.0,0.0,0.1633167266845703,1,0.05403600876626367
1763324709.1443293,-0.019941750242513365,0.0,0.019941750242513365,0.5186589265734074,0.5758467608701903,0.5118035078048706,0.5656891465187073,0.0,0.0,0.1704692840576172,1,0.05403600876626367
