t,theta,theta_ref,error,p1_cmd,p2_cmd,p1_meas,p2_meas,J_min,J_mean,comp_time_ms
1764144484.398368,0.0,-5.243365308608787e-06,-5.243365308608787e-06,0.0,0.03978642448782921,0.0,0.0,0.07173963636159897,24.845605850219727,334.1944217681885
1764144484.4607637,0.0,-0.04254872759491147,-0.04254872759491147,0.0,0.03887214342830703,0.0,0.0,0.4330832064151764,52.71702575683594,51.88465118408203
1764144484.563479,0.0,-0.049859373270044915,-0.049859373270044915,0.028722431510686874,0.06554583663819358,0.0,0.0,1.0151487588882446,95.17916870117188,92.1633243560791
1764144484.6325083,0.0,-0.06162592807559111,-0.06162592807559111,0.09692284092307091,0.06599004060262814,0.0,0.0,0.8110644817352295,51.823665618896484,58.61258506774902
1764144484.6957033,0.0,-0.06939889776723764,-0.06939889776723764,0.06621290929615498,0.04378274880582467,0.0,0.0,1.1253143548965454,46.266693115234375,52.4137020111084
1764144484.757265,0.0,-0.07633165652234256,-0.07633165652234256,0.11110581643879414,0.0,0.0,0.0,1.1207115650177002,75.03776550292969,51.10812187194824
1764144484.8180764,0.0,-0.08298660972321999,-0.08298660972321999,0.10881264018826187,0.0,0.0,0.0,1.0399880409240723,37.69251251220703,50.504207611083984
1764144484.8793197,0.0,-0.0894732967074465,-0.0894732967074465,0.11165878921747208,0.025147436186671257,0.0,0.0,0.8328585624694824,43.73114776611328,50.73714256286621
1764144484.9426854,0.0,-0.09588893000238007,-0.09588893000238007,0.051260143518447876,0.005308276042342186,0.0,0.0,1.196821928024292,54.765235900878906,52.886962890625
1764144485.0033994,0.0,-0.10239977094037098,-0.10239977094037098,0.07568916864693165,0.0,0.0,0.0,1.2621062994003296,39.09276580810547,50.39548873901367
1764144485.0735831,0.0,-0.10854988377092226,-0.10854988377092226,0.07400455872993916,0.002694932511076331,0.0,0.0,1.912477731704712,26.546051025390625,59.66830253601074
1764144485.1366405,0.0,-0.115505625479281,-0.115505625479281,0.06074411503504962,0.0,0.0,0.0,2.1893115043640137,35.23804473876953,52.75130271911621
1764144485.1997473,0.0,-0.12166090085452863,-0.12166090085452863,0.09221104986499995,0.0010489537380635738,0.0,0.0,1.9443888664245605,27.095993041992188,52.6125431060791
1764144485.2777212,0.0,-0.127690813213923,-0.127690813213923,0.12987744144629687,0.04402163019403815,0.0,0.0,2.3080122470855713,42.74248504638672,67.30985641479492
1764144485.3562171,0.0,-0.13498264266024643,-0.13498264266024643,0.18410164944361895,0.02957765245810151,0.0,0.0,1.6663802862167358,18.41075325012207,67.90685653686523
1764144485.4308214,0.0,-0.1421609881780651,-0.1421609881780651,0.22768100432585925,0.0,0.0,0.0,1.3961180448532104,17.02704620361328,63.94171714782715
1764144485.499489,0.0,-0.14880513928409425,-0.14880513928409425,0.15768100432585924,0.0025964572560042143,0.0,0.0,2.5291354656219482,25.40684700012207,58.23469161987305
1764144485.5673933,0.0,-0.15479900089960988,-0.15479900089960988,0.1465795339969918,0.03983668680302799,0.0,0.0,1.7638413906097412,15.261838912963867,57.36565589904785
1764144485.639201,0.0,-0.16058836568570845,-0.16058836568570845,0.15855227335821837,0.04615832376293838,0.0,0.0,2.2443065643310547,17.430152893066406,61.44261360168457
1764144485.7119892,0.0,-0.166580619235574,-0.166580619235574,0.12652018963824957,0.029561354545876384,0.0,0.0,1.891724944114685,30.953155517578125,62.41273880004883
1764144485.802119,0.0,-0.1725359703295756,-0.1725359703295756,0.12209405675064772,0.048749762354418635,0.0,0.0,2.134948968887329,32.1446418762207,79.32782173156738
1764144485.8644176,0.0,-0.17966799811917733,-0.17966799811917733,0.07473796158563345,0.04817911284044385,0.0,0.0,3.0988271236419678,35.323974609375,51.732540130615234
1764144485.9307969,0.0,-0.1844756004852567,-0.1844756004852567,0.04009113758336752,0.05922403233125806,0.0,0.0,2.6727778911590576,29.386646270751953,55.76014518737793
1764144486.0165026,0.0,-0.18948222884802204,-0.18948222884802204,0.03486449243035167,0.0678680376149714,0.0,0.0,2.7648744583129883,48.47191619873047,75.32024383544922
1764144486.0800614,0.0,-0.19578725664191007,-0.19578725664191007,0.10486449243035167,0.02117146784439683,0.0,0.0,4.47571325302124,143.35401916503906,53.0550479888916
1764144486.1555521,0.0,-0.20032636164477963,-0.20032636164477963,0.03486449243035167,0.018185810884460807,0.0,0.0,4.859487533569336,107.80715942382812,65.18197059631348
1764144486.2179222,0.0,-0.20559529556318054,-0.20559529556318054,0.10486449243035167,0.0,0.0,0.0,5.102672100067139,74.19548034667969,51.886558532714844
1764144486.2808454,0.0,-0.20983697310408556,-0.20983697310408556,0.15282347367610782,0.0,0.0,0.0,4.096951484680176,71.88449096679688,52.231788635253906
1764144486.3528605,0.0,-0.21400226063878208,-0.21400226063878208,0.1889418022474274,0.0,0.0,0.0,4.92101526260376,49.88440704345703,61.554670333862305
1764144486.4146757,0.0,-0.21866239036112933,-0.21866239036112933,0.1487136142095551,0.0,0.0,0.0,5.5218987464904785,22.23535919189453,51.00607872009277
1764144486.4819856,0.0,-0.22254138848426186,-0.22254138848426186,0.20839616970624775,0.0,0.0,0.0,6.645946979522705,83.86954498291016,56.80108070373535
1764144486.565815,0.0,-0.22665270834297996,-0.22665270834297996,0.19813374837394804,0.0028547539841383696,0.0,0.0,4.429728031158447,26.287845611572266,73.5311508178711
1764144486.6375546,0.0,-0.23163446383036654,-0.23163446383036654,0.26813374837394804,0.0,0.0,0.0,5.299432754516602,33.51109313964844,61.156511306762695
1764144486.6972032,0.0,-0.2357407972706709,-0.2357407972706709,0.33052639295812697,0.07,0.0,0.0,3.710554838180542,20.687885284423828,49.343109130859375
1764144486.7614236,0.0,-0.23907261113962272,-0.23907261113962272,0.400526392958127,0.05245505429804326,0.0,0.0,2.5984585285186768,34.215126037597656,53.68757247924805
1764144486.8313851,0.0,-0.2425517646212067,-0.2425517646212067,0.3896333256131038,0.10149265609681607,0.0,0.0,9.620049476623535,40.87628173828125,59.435129165649414
1764144486.8985147,0.0,-0.24623084751785984,-0.24623084751785984,0.3196333256131038,0.17149265609681608,0.0,0.0,4.452342510223389,33.669395446777344,56.525230407714844
1764144486.9784214,0.0,-0.24965089023743225,-0.24965089023743225,0.3896333256131038,0.1545691391080618,0.0,0.0,3.3096506595611572,33.89224624633789,69.22507286071777
1764144487.0392573,0.0,-0.25356269867141445,-0.25356269867141445,0.38118429271038623,0.16431158628314735,0.0,0.0,5.536605358123779,31.999385833740234,50.48346519470215
1764144487.102013,0.0,-0.25644642887718305,-0.25644642887718305,0.41411243540700526,0.15154446601867677,0.0,0.0,3.806871175765991,20.51083755493164,52.39605903625488
1764144487.1657958,0.0,-0.2593341570661038,-0.2593341570661038,0.4732469187444076,0.18304501414299013,0.0,0.0,6.038952827453613,35.59716033935547,53.22551727294922
1764144487.2288063,0.0,-0.2621650854596194,-0.2621650854596194,0.4156150275235996,0.25304501414299013,0.0,0.0,3.8041367530822754,28.370798110961914,52.58297920227051
1764144487.2936037,0.0,-0.2648681554563921,-0.2648681554563921,0.4009295196598396,0.18304501414299013,0.0,0.0,4.3112921714782715,35.745140075683594,54.38852310180664
1764144487.36254,0.0,-0.26755286284205054,-0.26755286284205054,0.45631997448857875,0.17759689815342428,0.0,0.0,6.07239294052124,66.092041015625,58.474063873291016
1764144487.4297109,0.0,-0.27030373101943783,-0.27030373101943783,0.4774272178625688,0.18910435527563096,0.0,0.0,5.204109191894531,38.76409912109375,56.65850639343262
1764144487.4904785,0.0,-0.27287027539605696,-0.27287027539605696,0.4292623286461458,0.22776479214429857,0.0,0.0,4.248729228973389,27.749296188354492,50.451040267944336
1764144487.5566204,0.0,-0.27510963397307125,-0.27510963397307125,0.4992623286461458,0.2893997871875763,0.0,0.0,3.9437031745910645,33.140480041503906,55.73868751525879
1764144487.619436,0.0,-0.27745407751732426,-0.27745407751732426,0.4791898740595207,0.28526440715417267,0.0,0.0,4.545298099517822,70.09599304199219,52.18791961669922
1764144487.6807547,0.0,-0.2795776228866158,-0.2795776228866158,0.484652867927216,0.27081000233069064,0.0,0.0,4.606924057006836,41.09661102294922,50.98533630371094
1764144487.742829,0.0,-0.2815718395600336,-0.2815718395600336,0.554652867927216,0.22422203594818713,0.0,0.0,3.2859771251678467,13.649685859680176,51.69558525085449
1764144487.8034647,0.0,-0.28350211607295384,-0.28350211607295384,0.5089847874781117,0.2556116747297347,0.0,0.0,4.6444854736328125,25.467018127441406,50.327301025390625
1764144487.8683937,0.0,-0.28530938730212085,-0.28530938730212085,0.5166067714756355,0.3256116747297347,0.0,0.0,4.096090316772461,26.78397560119629,54.47244644165039
1764144487.9293406,0.0,-0.2871497180265991,-0.2871497180265991,0.538849611855112,0.33258297624066474,0.0,0.0,3.710347890853882,23.184837341308594,50.581932067871094
1764144487.991023,0.0,-0.2887938164885778,-0.2887938164885778,0.587821462280117,0.2804023619182408,0.0,0.0,4.383437156677246,25.212791442871094,51.358938217163086
1764144488.0784578,0.0,-0.29038095832505795,-0.29038095832505795,0.655467250472866,0.2723862030915916,0.0,0.0,4.145375728607178,17.674379348754883,76.79271697998047
1764144488.1413589,0.0,-0.2924795728921983,-0.2924795728921983,0.6657961989706382,0.3076904663257301,0.0,0.0,4.485154151916504,17.130043029785156,52.45232582092285
1764144488.2052925,0.0,-0.2938899404534777,-0.2938899404534777,0.6424424379086122,0.2932417872734368,0.0,0.0,3.440723419189453,28.783153533935547,53.52210998535156
1764144488.2711012,0.0,-0.2952379330714959,-0.2952379330714959,0.6571713444730267,0.3632417872734368,0.0,0.0,3.4275174140930176,16.153154373168945,55.28616905212402
1764144488.3375013,0.0,-0.2965339377956272,-0.2965339377956272,0.6961667817970738,0.33274885566905144,0.0,0.0,3.942633867263794,24.381023406982422,55.88817596435547
1764144488.3983314,0.0,-0.2977474420519173,-0.2977474420519173,0.6810170692345128,0.29638421090319755,0.0,0.0,4.108848571777344,14.759673118591309,50.56285858154297
1764144488.4587307,0.0,-0.29878097966029743,-0.29878097966029743,0.6872816109983251,0.3197251513786614,0.0,0.0,3.5078585147857666,11.245466232299805,50.101518630981445
1764144488.5196795,0.0,-0.2997311650628328,-0.2997311650628328,0.6830854351585731,0.3002771448530257,0.0,0.0,4.542517185211182,28.03719711303711,50.63605308532715
1764144488.6026244,0.0,-0.3006142497988128,-0.3006142497988128,0.6836741146701388,0.3702771448530257,0.0,0.0,4.977826118469238,12.20332145690918,72.60680198669434
1764144488.6943624,0.0,-0.3016959072058148,-0.3016959072058148,0.7,0.36342147123068574,0.0,0.0,4.677131652832031,35.86970520019531,81.11858367919922
1764144488.7631009,0.0,-0.30272631823365365,-0.30272631823365365,0.7,0.3565860017202795,0.0,0.0,5.515914440155029,32.57564163208008,58.25519561767578
1764144488.8256598,0.0,-0.3033885288621953,-0.3033885288621953,0.6826154466718435,0.3455009105615318,0.0,0.0,5.748193264007568,20.380542755126953,52.118778228759766
1764144488.89022,0.0,-0.3039099757285403,-0.3039099757285403,0.7,0.2945949825458229,0.0,0.0,5.675909042358398,21.412330627441406,54.17943000793457
1764144488.9591289,0.0,-0.30436781244176636,-0.30436781244176636,0.7,0.33270329041406516,0.0,0.0,5.399508953094482,16.538354873657227,58.396100997924805
1764144489.0229912,0.0,-0.3047660153066371,-0.3047660153066371,0.7,0.34900461127981547,0.0,0.0,4.804061412811279,22.933006286621094,53.40099334716797
1764144489.08631,0.0,-0.3050531859450062,-0.3050531859450062,0.6733740668743848,0.3244981299154461,0.0,0.0,5.943301677703857,24.251157760620117,52.83832550048828
1764144489.152523,0.0,-0.305260313772825,-0.305260313772825,0.6896325096487999,0.2980025894008577,0.0,0.0,5.185549736022949,36.28060531616211,55.71413040161133
1764144489.2138338,0.0,-0.3053950088351972,-0.3053950088351972,0.6385088123381137,0.2463167904876173,0.0,0.0,5.511181354522705,22.094257354736328,50.99058151245117
1764144489.2750862,0.0,-0.30544594523135044,-0.30544594523135044,0.6691266883164644,0.20622301092371348,0.0,0.0,5.814901351928711,16.627283096313477,50.93240737915039
1764144489.3452184,0.0,-0.3054262177940528,-0.3054262177940528,0.6864994324743747,0.2762230109237135,0.0,0.0,5.267181873321533,20.968992233276367,59.616804122924805
1764144489.4065084,0.0,-0.3053179614619623,-0.3053179614619623,0.7,0.29738693831488494,0.0,0.0,5.422557830810547,18.072223663330078,50.829410552978516
1764144489.4689872,0.0,-0.30514870493052154,-0.30514870493052154,0.6994043631595559,0.24217815099284057,0.0,0.0,4.99616813659668,19.274646759033203,51.93972587585449
1764144489.5347881,0.0,-0.3049057603255908,-0.3049057603255908,0.7,0.2060430809669197,0.0,0.0,4.220167636871338,28.81260108947754,55.44590950012207
1764144489.6284518,0.0,-0.304573333756373,-0.304573333756373,0.7,0.2760430809669197,0.0,0.0,5.40421199798584,22.114864349365234,83.41121673583984
1764144489.698775,0.0,-0.3039648135550226,-0.3039648135550226,0.6841577894985675,0.2458535872958601,0.0,0.0,5.175713539123535,17.740829467773438,59.95512008666992
1764144489.7612386,0.0,-0.3034057339572662,-0.3034057339572662,0.7,0.27256467683240776,0.0,0.0,4.496874809265137,30.279056549072266,52.146196365356445
