t,theta_ref_deg,theta_pred_deg,p1_MPa,p2_MPa,ps_MPa,pd_MPa,z,ok,mpa_cmd_x,mpa_cmd_y
0.2,0.0,-2.116957553460322,0.0217896414040563,0.023888560247131423,0.04567820165118772,-0.002098918843075122,-0.004261784149592397,1,99.16707910112734,108.71949196916701
0.21,0.0,-2.2316897453551454,0.02164084667746073,0.023838643699365843,0.045479490376826574,-0.002197797021905111,-0.004260591888411741,1,98.48989776764351,108.49231621400277
0.22,0.0,-2.34372035538315,0.021492051950865163,0.023788727151600263,0.045280779102465425,-0.0022966752007351,-0.004259399741981744,1,97.81271643415968,108.26514045883853
0.23,0.0,-2.4529765191439608,0.021346715958687833,0.023743195825730173,0.045089911784418006,-0.0023964798670423407,-0.004258243298340247,1,97.15127618531707,108.05792233576754
0.24,0.0,-2.5594401522363786,0.021197921232092264,0.023693279277964593,0.04489120051005686,-0.00249535804587233,-0.00425705136528635,1,96.47409485183324,107.8307465806033
0.25,0.0,-2.663091676479476,0.021049126505496694,0.023643362730199013,0.04469248923569571,-0.002594236224702319,-0.004255859546983111,1,95.7969135183494,107.60357082543906
0.26,0.0,-2.7639364551021206,0.020900331778901125,0.023593446182433434,0.04449377796133456,-0.002693114403532308,-0.004254667843430531,1,95.11973218486557,107.37639507027482
0.27,0.0,-2.8620315138071497,0.02074514462193504,0.023540447770310557,0.044285592392245596,-0.002795303148375519,-0.0042534227900684375,1,94.41345819049546,107.13519340799117
0.28,0.0,-2.957375739290205,0.02058995746496895,0.02348744935818768,0.04407740682315663,-0.00289749189321873,-0.004252177869680436,1,93.70718419612537,106.8939917457075
0.29,0.0,-3.050035841206232,0.020441162738373382,0.0234375328104221,0.043878695548795484,-0.0029963700720487194,-0.004250986528063065,1,93.03000286264152,106.66681599054326
0.3,0.0,-3.1400707967229926,0.020283804239832847,0.023386987349144826,0.04367079158897767,-0.0031031831093119785,-0.004249732161128208,1,92.31384685150594,106.436777980108
0.31,0.0,-3.2275465899032283,0.02012530514140533,0.02333351446546011,0.04345881960686544,-0.0032082093240547796,-0.004248462641181884,1,91.59249984355138,106.19341694502735
0.32,0.0,-3.312535166681072,0.01996508785624908,0.02328010870374136,0.04324519655999044,-0.0033150208474922796,-0.004247181049684965,1,90.86333317688471,105.9503613894718
0.33,0.0,-3.3951184991167307,0.019850681389287122,0.023237836974758373,0.043088518364045494,-0.0033871555854712507,-0.004246256048329152,1,90.34265663391118,105.75797805401145
0.34,0.0,-3.4753912293038254,0.019704836587060466,0.023186820658704324,0.04289165724576479,-0.003481984071643858,-0.0042450838803183505,1,89.67890073399964,105.52579713116991
0.35000000000000003,0.0,-3.553421344991161,0.019572309715339752,0.0231399551841614,0.042712264899501154,-0.0035676454688216494,-0.004244017644597877,1,89.0757562155907,105.31250714925012
0.36,0.0,-3.6292878708849448,0.019448478280262596,0.023099315958649717,0.04254779423891231,-0.0036508376783871213,-0.0042430289988536225,1,88.51218559550622,105.12755351847694
0.37,0.0,-3.7031117196497965,0.01932464684518544,0.023058676733138033,0.04238332357832347,-0.0037340298879525932,-0.004242040426308356,1,87.94861497542173,104.94259988770376
0.38,0.0,-3.7749574370410692,0.019178802042958784,0.023007660417083985,0.04218646246004277,-0.0038288583741252005,-0.004240868697712366,1,87.2848590755102,104.71041896486223
0.39,0.0,-3.844854250929462,0.019054970607881628,0.0229670211915723,0.04202199179945393,-0.0039120505836906724,-0.00423988029555176,1,86.72128845542572,104.52546533408905
0.4,0.0,-3.9127430009607003,0.01890618741053648,0.022913611880052146,0.04181979929058863,-0.004007424469515665,-0.0042386819473668735,1,86.0441595928416,104.28239362299288
0.41000000000000003,0.0,-3.978833293421572,0.018760342608309825,0.022862595563998098,0.04162293817230792,-0.004102252955688272,-0.00423751057868066,1,85.38040369293006,104.05021270015135
0.42,0.0,-4.043087283248566,0.018600125323153575,0.022809189802279348,0.04140931512543292,-0.004209064479125772,-0.004236230166038715,1,84.65123702626339,103.80715714459579
0.43,0.0,-4.105588976253401,0.01847629388807642,0.022768550576767663,0.04124484446484408,-0.004292256688691244,-0.004235242135738705,1,84.08766640617891,103.62220351382261
0.44,0.0,-4.166421485825035,0.018352462452999263,0.02272791135125598,0.04108037380425524,-0.004375448898256716,-0.0042342541786376834,1,83.52409578609442,103.43724988304943
0.45,0.0,-4.225687215191946,0.018238055986037303,0.02268563962227299,0.040923695608310294,-0.004447583636235687,-0.004233330345092072,1,83.00341924312089,103.24486654758908
0.46,0.0,-4.283399437947367,0.018092719993859974,0.0226401082964029,0.040732828290262875,-0.004547388302542928,-0.00423217610533371,1,82.34197899427828,103.0376484245181
0.47000000000000003,0.0,-4.339709247600057,0.017968888558782817,0.022599469070891217,0.040568357629674034,-0.0046305805121083995,-0.004231188383882224,1,81.7784083741938,102.85269479374492
0.48,0.0,-4.3946689950086695,0.01784505712370566,0.022558829845379533,0.040403886969085194,-0.0047137727216738715,-0.004230200735629725,1,81.21483775410933,102.66774116297175
